レシートNo,年月日時分,年月日,年月,年,月,日,曜日,時間帯,時間,商品大分類,商品中分類,商品小分類,商品単価,商品数量,合計金額
571294,2011/10/16 16:09,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:09,肉類,生鮮肉,牛肉,1031,1,1031
571294,2011/10/16 16:09,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:09,乳卵類,乳製品,バター,469,2,938
571294,2011/10/16 16:09,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:09,果物,生鮮果物,なし,156,2,312
571294,2011/10/16 16:09,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:09,肉類,生鮮肉,牛肉,1031,1,1031
571295,2011/10/16 16:12,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:12,果物,生鮮果物,りんご,106,12,1272
571296,2011/10/16 16:13,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:13,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
571296,2011/10/16 16:13,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:13,乳卵類,乳製品,バター,469,2,938
571296,2011/10/16 16:13,2011年-10月-16日,2011年-10月,2011年,10月,16日,7_日曜日,16時台,16:13,野菜・海藻,乾物・海藻,干しのり,53,24,1272
571300,2011/10/17 8:56,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,08時台,8:56,果物,生鮮果物,なし,156,12,1872
571303,2011/10/17 9:36,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:36,果物,生鮮果物,なし,156,24,3744
571303,2011/10/17 9:36,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:36,野菜・海藻,生鮮野菜,ピーマン,99,10,990
571304,2011/10/17 9:37,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:37,野菜・海藻,生鮮野菜,じゃがいも,263,6,1578
571304,2011/10/17 9:37,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:37,果物,果物加工品,果物加工品,994,2,1988
571304,2011/10/17 9:37,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:37,果物,果物加工品,果物加工品,994,2,1988
571304,2011/10/17 9:37,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,09時台,9:37,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,8,1648
571307,2011/10/17 10:10,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:10,乳卵類,乳製品,バター,469,4,1876
571308,2011/10/17 10:10,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:10,野菜・海藻,乾物・海藻,干しのり,53,72,3816
571308,2011/10/17 10:10,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:10,野菜・海藻,乾物・海藻,干しのり,53,12,636
571307,2011/10/17 10:10,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:10,肉類,生鮮肉,鶏肉,781,3,2343
571309,2011/10/17 10:17,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:17,果物,生鮮果物,かき(果物),49,1,49
571309,2011/10/17 10:17,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:17,果物,生鮮果物,かき(果物),49,1,49
571310,2011/10/17 10:17,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:17,果物,生鮮果物,りんご,106,12,1272
571313,2011/10/17 10:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:42,魚介類,生鮮魚介,かに,1244,8,9952
571312,2011/10/17 10:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:42,果物,生鮮果物,なし,156,12,1872
571317,2011/10/17 10:48,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:48,果物,生鮮果物,かき(果物),49,5,245
571317,2011/10/17 10:48,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:48,果物,生鮮果物,りんご,106,5,530
571317,2011/10/17 10:48,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:48,野菜・海藻,乾物・海藻,他の乾物・海藻,69,6,414
571317,2011/10/17 10:48,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,10時台,10:48,野菜・海藻,乾物・海藻,他の乾物・海藻,69,3,207
571322,2011/10/17 11:05,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:05,魚介類,生鮮魚介,しじみ,260,10,2600
571323,2011/10/17 11:07,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:07,魚介類,生鮮魚介,しじみ,260,10,2600
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,果物,生鮮果物,なし,156,12,1872
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,10,2060
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,肉類,加工肉,ハム,244,12,2928
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,魚介類,魚肉練製品,ちくわ,81,12,972
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,果物,生鮮果物,かき(果物),49,12,588
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,肉類,加工肉,ハム,244,8,1952
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,魚介類,魚肉練製品,ちくわ,81,24,1944
571328,2011/10/17 11:27,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:27,魚介類,生鮮魚介,かに,1244,1,1244
571352,2011/10/17 11:49,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:49,果物,生鮮果物,ぶどう,619,2,1238
571360,2011/10/17 11:51,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:51,魚介類,生鮮魚介,かに,1244,2,2488
571360,2011/10/17 11:51,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:51,野菜・海藻,乾物・海藻,干しのり,53,12,636
571372,2011/10/17 11:55,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:55,魚介類,生鮮魚介,あさり,361,1,361
571372,2011/10/17 11:55,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:55,野菜・海藻,乾物・海藻,干しのり,53,1,53
571377,2011/10/17 11:56,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:56,果物,果物加工品,果物加工品,994,2,1988
571377,2011/10/17 11:56,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,11時台,11:56,乳卵類,乳製品,バター,469,4,1876
571404,2011/10/17 12:04,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:04,魚介類,生鮮魚介,かに,1244,2,2488
571406,2011/10/17 12:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:12,野菜・海藻,乾物・海藻,わかめ,311,6,1866
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,魚介類,生鮮魚介,かに,1244,1,1244
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,乳卵類,卵,卵,319,1,319
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,野菜・海藻,乾物・海藻,干しのり,53,12,636
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,乳卵類,乳製品,バター,469,1,469
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,果物,生鮮果物,なし,156,3,468
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,果物,生鮮果物,なし,156,1,156
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,果物,生鮮果物,ぶどう,619,1,619
571408,2011/10/17 12:22,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:22,野菜・海藻,生鮮野菜,じゃがいも,263,1,263
571409,2011/10/17 12:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:25,野菜・海藻,乾物・海藻,他の乾物・海藻,69,12,828
571409,2011/10/17 12:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:25,果物,生鮮果物,ぶどう,619,3,1857
571413,2011/10/17 12:33,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:33,乳卵類,乳製品,バター,469,4,1876
571412,2011/10/17 12:33,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:33,乳卵類,乳製品,バター,469,4,1876
571412,2011/10/17 12:33,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:33,果物,生鮮果物,バナナ,104,12,1248
571412,2011/10/17 12:33,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:33,野菜・海藻,乾物・海藻,干しのり,53,12,636
571418,2011/10/17 12:35,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:35,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
571418,2011/10/17 12:35,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:35,野菜・海藻,他の野菜・海藻加工品,こんにゃく,119,2,238
571418,2011/10/17 12:35,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:35,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
571426,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571426,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571425,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,野菜・海藻,生鮮野菜,にんじん,181,12,2172
571425,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,果物,生鮮果物,バナナ,104,16,1664
571426,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571425,2011/10/17 12:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:41,魚介類,生鮮魚介,さけ,519,4,2076
571427,2011/10/17 12:46,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:46,野菜・海藻,乾物・海藻,干しのり,53,48,2544
571428,2011/10/17 12:47,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:47,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
571428,2011/10/17 12:47,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:47,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571428,2011/10/17 12:47,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:47,乳卵類,乳製品,バター,469,8,3752
571429,2011/10/17 12:50,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,12時台,12:50,魚介類,生鮮魚介,ぶり,744,1,744
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,野菜・海藻,乾物・海藻,干しのり,53,25,1325
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,魚介類,生鮮魚介,ぶり,744,4,2976
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,乳卵類,乳製品,バター,469,4,1876
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,肉類,加工肉,ハム,244,12,2928
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,魚介類,塩干魚介,干しあじ,369,12,4428
571433,2011/10/17 13:19,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:19,肉類,加工肉,ソーセージ,494,4,1976
571438,2011/10/17 13:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:25,野菜・海藻,生鮮野菜,にんじん,181,12,2172
571439,2011/10/17 13:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:25,乳卵類,乳製品,バター,469,4,1876
571438,2011/10/17 13:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:25,魚介類,生鮮魚介,さけ,519,16,8304
571438,2011/10/17 13:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:25,果物,生鮮果物,ぶどう,619,3,1857
571438,2011/10/17 13:25,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:25,肉類,生鮮肉,牛肉,1031,2,2062
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,肉類,加工肉,ベーコン,516,1,516
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,たらこ,411,4,1644
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,魚肉練製品,揚げかまぼこ,204,4,816
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,なし,156,9,1404
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,魚肉練製品,揚げかまぼこ,204,11,2244
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,煮干し,308,6,1848
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,肉類,加工肉,ベーコン,516,3,1548
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,他の魚介加工品,他の魚介加工品のその他,933,2,1866
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,たらこ,411,1,411
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,たらこ,411,1,411
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,バナナ,104,1,104
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,メロン,1141,1,1141
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,野菜・海藻,乾物・海藻,干ししいたけ,1036,1,1036
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,煮干し,308,1,308
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,他の塩干魚介,724,1,724
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,煮干し,308,1,308
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,バナナ,104,1,104
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,バナナ,104,5,520
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,魚肉練製品,揚げかまぼこ,204,1,204
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,野菜・海藻,乾物・海藻,干しのり,53,2,106
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,たらこ,411,4,1644
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,たらこ,411,1,411
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,生鮮魚介,しじみ,260,3,780
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,魚肉練製品,揚げかまぼこ,204,1,204
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,バナナ,104,1,104
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,魚介類,塩干魚介,煮干し,308,5,1540
571441,2011/10/17 13:31,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:31,果物,生鮮果物,なし,156,5,780
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,12,2472
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,6,1236
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,3,618
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,魚介類,生鮮魚介,しじみ,260,7,1820
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,果物,生鮮果物,りんご,106,10,1060
571442,2011/10/17 13:39,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:39,肉類,加工肉,ハム,244,6,1464
571444,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
571445,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,果物,生鮮果物,りんご,106,12,1272
571444,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,果物,生鮮果物,なし,156,12,1872
571445,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,肉類,加工肉,ソーセージ,494,4,1976
571444,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,果物,生鮮果物,ぶどう,619,2,1238
571445,2011/10/17 13:44,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:44,魚介類,生鮮魚介,あさり,361,6,2166
571446,2011/10/17 13:46,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:46,魚介類,塩干魚介,干しあじ,369,12,4428
571456,2011/10/17 13:57,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:57,果物,生鮮果物,なし,156,6,936
571456,2011/10/17 13:57,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:57,魚介類,生鮮魚介,さけ,519,5,2595
571456,2011/10/17 13:57,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:57,果物,生鮮果物,なし,156,6,936
571456,2011/10/17 13:57,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,13時台,13:57,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,魚介類,塩干魚介,干しあじ,369,2,738
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,生鮮野菜,にんじん,181,1,181
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,果物,生鮮果物,りんご,106,2,212
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,2,412
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,1,206
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,乾物・海藻,干しのり,53,1,53
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,他の野菜・海藻加工品,こんにゃく,119,3,357
571461,2011/10/17 14:12,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:12,野菜・海藻,乾物・海藻,干しのり,53,1,53
571462,2011/10/17 14:14,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:14,果物,生鮮果物,バナナ,104,12,1248
571463,2011/10/17 14:23,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:23,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,20,4120
571463,2011/10/17 14:23,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:23,野菜・海藻,乾物・海藻,他の乾物・海藻,69,48,3312
571464,2011/10/17 14:28,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:28,肉類,生鮮肉,牛肉,1031,1,1031
571464,2011/10/17 14:28,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:28,野菜・海藻,生鮮野菜,にんじん,181,27,4887
571465,2011/10/17 14:29,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:29,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,6,1236
571465,2011/10/17 14:29,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:29,野菜・海藻,他の野菜・海藻加工品,はくさい漬,206,5,1030
571474,2011/10/17 14:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:41,野菜・海藻,乾物・海藻,干しのり,53,24,1272
571474,2011/10/17 14:41,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:41,果物,生鮮果物,バナナ,104,12,1248
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,果物,生鮮果物,なし,156,2,312
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,野菜・海藻,生鮮野菜,にんじん,181,3,543
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,野菜・海藻,生鮮野菜,にんじん,181,4,724
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,野菜・海藻,生鮮野菜,じゃがいも,263,3,789
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,野菜・海藻,生鮮野菜,にんじん,181,2,362
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,魚介類,生鮮魚介,たい,869,2,1738
571475,2011/10/17 14:42,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:42,野菜・海藻,他の野菜・海藻加工品,こんにゃく,119,1,119
571476,2011/10/17 14:51,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:51,果物,生鮮果物,ぶどう,619,2,1238
571476,2011/10/17 14:51,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:51,肉類,加工肉,ハム,244,4,976
571477,2011/10/17 14:54,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:54,果物,生鮮果物,なし,156,24,3744
571477,2011/10/17 14:54,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:54,果物,生鮮果物,ぶどう,619,3,1857
571477,2011/10/17 14:54,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:54,野菜・海藻,生鮮野菜,じゃがいも,263,18,4734
571486,2011/10/17 14:59,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:59,乳卵類,乳製品,バター,469,4,1876
571486,2011/10/17 14:59,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,14時台,14:59,肉類,生鮮肉,牛肉,1031,2,2062
571496,2011/10/17 15:02,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:02,野菜・海藻,乾物・海藻,他の乾物・海藻,69,24,1656
571497,2011/10/17 15:03,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:03,野菜・海藻,生鮮野菜,じゃがいも,263,24,6312
571497,2011/10/17 15:03,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:03,魚介類,生鮮魚介,しじみ,260,20,5200
571497,2011/10/17 15:03,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:03,魚介類,塩干魚介,干しあじ,369,6,2214
571497,2011/10/17 15:03,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:03,野菜・海藻,生鮮野菜,じゃがいも,263,12,3156
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,果物,生鮮果物,なし,156,1,156
571498,2011/10/17 15:06,2011年-10月-17日,2011年-10月,2011年,10月,17日,1_月曜日,15時台,15:06,果物,生鮮果物,なし,156,7,1092
