注文番号,店舗名,来店曜日,来店時間帯,滞留時間,性別,年齢層,年齢,合計金額,フラグ
2852,03C,03水,02日中,139.24,01男,02中高生,14,337,0
2853,03C,02火,03夜間,796,01男,02中高生,14,182,0
2857,03C,02火,02日中,783.88,01男,05壮年,86,363,0
2858,03C,06土,03夜間,67.34,01男,04中年,46,710,0
2864,03C,06土,03夜間,100.67,01男,04中年,38,670,0
2866,03C,04木,03夜間,36.66,01男,03青年,22,742,0
2867,03C,01月,01朝,877.42,01男,04中年,57,1164,0
2886,03C,05金,01朝,521.55,01男,04中年,41,623,0
2889,03C,07日,03夜間,71.58,01男,04中年,47,162,0
2893,03C,03水,03夜間,809.01,01男,04中年,59,972,0
2894,03C,04木,02日中,525.09,01男,01小児,10,364,0
2895,03C,02火,01朝,399.92,01男,04中年,46,554,0
2901,03C,06土,01朝,194.87,01男,05壮年,63,614,0
2906,03C,01月,02日中,517.82,01男,02中高生,14,666,0
2910,03C,05金,02日中,1007.32,01男,03青年,19,258,0
2911,03C,03水,03夜間,70.93,01男,04中年,39,1430,0
2916,03C,01月,03夜間,212.32,01男,04中年,39,890,0
2922,03C,04木,02日中,511.2,01男,03青年,21,679,0
2923,03C,05金,03夜間,299.19,01男,03青年,21,780,0
2924,03C,05金,02日中,1062.57,01男,02中高生,13,367,0
2927,03C,01月,02日中,1104.25,01男,03青年,29,326,0
2931,03C,05金,03夜間,804,01男,01小児,10,540,1
2943,03C,03水,01朝,290.01,01男,04中年,49,681,1
2945,03C,02火,01朝,301.05,01男,05壮年,65,627,1
2948,03C,06土,03夜間,513.46,01男,03青年,31,1268,1
2958,03C,05金,02日中,434.31,01男,03青年,35,755,1
2960,03C,04木,01朝,321.88,01男,05壮年,68,859,1
2967,03C,07日,03夜間,339.35,01男,04中年,36,1311,1
2972,03C,02火,02日中,397.89,01男,02中高生,16,276,1
2981,03C,06土,03夜間,922.92,01男,04中年,49,365,1
2983,03C,05金,02日中,1117.81,01男,03青年,35,98,1
2985,03C,07日,01朝,818.45,01男,01小児,12,359,1
2995,03C,04木,03夜間,1066.73,01男,04中年,44,1520,1
2996,03C,07日,02日中,469.06,01男,03青年,21,488,1
2997,03C,04木,03夜間,354.99,01男,04中年,47,1485,1
3010,03C,01月,03夜間,190.67,01男,04中年,38,1291,1
3020,03C,05金,03夜間,190.88,01男,04中年,49,1412,1
3035,03C,04木,02日中,129.41,01男,03青年,24,470,1
3040,03C,04木,03夜間,249.51,01男,04中年,39,571,1
3043,03C,03水,03夜間,867,01男,02中高生,14,296,1
3050,03C,01月,02日中,217.92,01男,02中高生,14,244,1
3058,03C,03水,01朝,98.19,01男,04中年,36,318,1
3060,03C,02火,02日中,1006.6,01男,03青年,21,658,1
3069,03C,07日,02日中,1056.89,01男,03青年,27,260,1
3070,03C,05金,01朝,645.72,01男,02中高生,17,412,1
3075,03C,01月,02日中,964.76,01男,02中高生,17,283,1
3082,03C,07日,03夜間,1573,01男,02中高生,16,116,1
3084,03C,04木,03夜間,493.66,01男,05壮年,64,602,1
3086,03C,05金,02日中,227.15,01男,01小児,6,182,1
3088,03C,05金,03夜間,1334,01男,02中高生,17,745,1
3093,03C,07日,01朝,654,01男,04中年,41,595,1
3098,03C,07日,03夜間,200.07,01男,02中高生,14,567,1
3099,03C,03水,02日中,897.61,01男,02中高生,16,425,1
3103,03C,05金,03夜間,406.56,01男,03青年,21,190,1
3105,03C,05金,01朝,136.24,01男,05壮年,70,260,1
3106,03C,01月,01朝,209.17,01男,04中年,48,826,1
3108,03C,01月,03夜間,114.2,01男,03青年,34,403,1
3113,03C,01月,03夜間,2390,01男,02中高生,17,266,1
3123,03C,06土,03夜間,1044,01男,02中高生,17,215,1
3134,03C,05金,02日中,121.58,01男,05壮年,62,874,1
3143,03C,01月,03夜間,255.08,01男,04中年,43,850,1
3144,03C,06土,03夜間,2597,01男,02中高生,16,236,1
3145,03C,02火,02日中,1068.39,01男,05壮年,62,612,1
3147,03C,02火,03夜間,516,01男,02中高生,15,455,1
3152,03C,02火,03夜間,1722,01男,02中高生,18,291,1
3163,03C,07日,02日中,316.09,01男,04中年,43,534,1
3165,03C,05金,03夜間,253.09,01男,03青年,29,521,1
3171,03C,01月,03夜間,152.84,01男,04中年,44,1453,1
3175,03C,01月,03夜間,399,01男,02中高生,13,189,1
3189,03C,02火,03夜間,162.76,01男,05壮年,66,850,1
3194,03C,07日,03夜間,462.34,01男,03青年,20,776,1
3202,03C,05金,01朝,226.56,01男,03青年,20,697,1
3204,03C,01月,03夜間,361.13,01男,03青年,20,215,1
3205,03C,04木,02日中,1088.18,01男,01小児,10,229,1
3206,03C,01月,03夜間,1165.5,01男,04中年,38,1572,1
3208,03C,04木,01朝,917.14,01男,04中年,42,464,1
3229,03C,04木,03夜間,821.26,01男,04中年,59,1023,1
3232,03C,07日,02日中,113.17,01男,01小児,7,475,1
3234,03C,06土,01朝,699.25,01男,05壮年,68,362,1
3238,03C,02火,02日中,1167.04,01男,02中高生,16,580,1
3243,03C,03水,02日中,1305.27,01男,01小児,11,368,1
3253,03C,02火,02日中,924.1,01男,02中高生,14,324,1
3255,03C,07日,02日中,542.75,01男,04中年,54,261,1
3267,03C,03水,01朝,572.92,01男,03青年,32,426,1
3272,03C,05金,01朝,234.48,01男,02中高生,14,510,1
3275,03C,01月,03夜間,483,01男,02中高生,14,262,1
3287,03C,05金,01朝,533.38,01男,02中高生,14,233,1
3289,03C,04木,03夜間,55.81,01男,04中年,44,654,1
3294,03C,03水,03夜間,298.76,01男,04中年,38,963,1
3301,03C,07日,02日中,719.45,01男,02中高生,13,151,1
3306,03C,01月,02日中,674.06,01男,05壮年,86,254,1
3307,03C,02火,03夜間,545.34,01男,04中年,45,1176,1
3309,03C,02火,03夜間,305.06,01男,04中年,44,803,1
3310,03C,05金,03夜間,2579,01男,02中高生,17,168,1
3317,03C,02火,01朝,1171.77,01男,01小児,7,622,1
3321,03C,07日,02日中,106.7,01男,05壮年,67,783,1
3350,03C,04木,01朝,410.08,01男,04中年,46,515,1
3352,03C,04木,02日中,1462.38,01男,03青年,28,446,1
3363,03C,06土,03夜間,592.77,01男,04中年,45,1097,1
3369,03C,06土,03夜間,445.52,01男,05壮年,70,260,1
3372,03C,07日,03夜間,502.1,01男,05壮年,70,958,1
3373,03C,03水,02日中,648.82,01男,04中年,56,472,1
3382,03C,05金,02日中,531.55,01男,02中高生,16,615,1
3386,03C,02火,02日中,178.24,01男,03青年,21,504,1
3392,03C,03水,02日中,1253.86,01男,03青年,26,366,1
3400,03C,03水,02日中,489.8,01男,04中年,41,884,1
3408,03C,05金,01朝,360.9,01男,05壮年,74,836,1
3418,03C,02火,03夜間,1023.41,01男,03青年,31,1367,1
3419,03C,03水,03夜間,470.96,01男,04中年,57,980,1
3425,03C,05金,03夜間,371,01男,02中高生,15,258,1
3437,03C,04木,01朝,574.53,01男,04中年,47,209,1
3440,03C,07日,03夜間,1171.33,01男,04中年,50,412,1
3441,03C,04木,02日中,644.04,01男,02中高生,17,357,1
3451,03C,02火,02日中,300.86,01男,05壮年,69,660,1
3457,03C,01月,01朝,171.96,01男,05壮年,64,457,1
3467,03C,01月,03夜間,639.01,01男,04中年,51,1167,1
3474,03C,06土,03夜間,317.69,01男,04中年,41,1584,1
3481,03C,03水,03夜間,457.34,01男,03青年,23,459,1
3501,03C,05金,03夜間,222.77,01男,04中年,41,1611,1
3510,03C,01月,02日中,1003.5,01男,03青年,25,84,1
3512,03C,04木,03夜間,221.73,01男,03青年,21,619,1
3514,03C,04木,03夜間,1022.71,01男,03青年,20,804,1
3515,03C,07日,03夜間,374.88,01男,04中年,43,1079,1
3516,03C,03水,03夜間,151.19,01男,04中年,47,1151,1
3520,03C,03水,01朝,356.59,01男,02中高生,16,607,1
3534,03C,05金,03夜間,376,01男,02中高生,18,329,1
3536,03C,02火,02日中,213.89,01男,01小児,11,170,1
3540,03C,03水,01朝,979.81,01男,04中年,53,177,1
3544,03C,05金,03夜間,1479,01男,02中高生,17,103,1
3550,03C,01月,03夜間,259,01男,02中高生,15,381,1
3561,03C,05金,03夜間,275.82,01男,04中年,43,1019,1
3572,03C,01月,02日中,1042.8,01男,01小児,5,164,1
3575,03C,07日,03夜間,120.48,01男,03青年,21,607,1
3577,03C,03水,01朝,105.48,01男,04中年,43,424,1
3579,03C,07日,03夜間,351.18,01男,03青年,19,423,1
3583,03C,04木,02日中,624.97,01男,05壮年,63,730,1
3589,03C,06土,01朝,309.91,01男,03青年,26,627,1
3591,03C,02火,03夜間,338,01男,01小児,12,531,1
3594,03C,04木,03夜間,196.36,01男,04中年,36,764,1
3597,03C,05金,03夜間,417,01男,02中高生,17,240,1
3598,03C,04木,03夜間,140.14,01男,03青年,22,466,1
3604,03C,07日,03夜間,212.46,01男,03青年,21,758,1
3617,03C,04木,03夜間,214.05,01男,05壮年,67,779,1
3626,03C,01月,03夜間,413.35,01男,05壮年,70,240,1
3630,03C,02火,02日中,585.99,01男,03青年,32,600,1
3632,03C,06土,01朝,1163.56,01男,04中年,52,782,1
3633,03C,06土,02日中,1185.21,01男,04中年,53,324,1
3635,03C,03水,03夜間,405.24,01男,04中年,51,1563,1
3638,03C,01月,02日中,774.52,01男,03青年,23,399,1
3647,03C,07日,02日中,75.42,01男,04中年,45,519,1
3652,03C,05金,01朝,516.03,01男,04中年,47,496,1
3653,03C,06土,01朝,1251.01,01男,02中高生,17,491,1
3659,03C,06土,03夜間,468.02,01男,03青年,21,734,1
3663,03C,06土,02日中,557.74,01男,05壮年,64,460,1
3667,03C,07日,03夜間,452.16,01男,04中年,50,699,1
3677,03C,07日,02日中,1680.35,01男,05壮年,96,386,1
3687,03C,07日,03夜間,593.73,01男,03青年,35,209,1
3689,03C,05金,03夜間,1143.2,01男,02中高生,15,390,1
3691,03C,07日,01朝,769.58,01男,05壮年,74,579,1
3692,03C,03水,01朝,340.07,01男,04中年,46,626,1
3697,03C,03水,03夜間,295.4,01男,03青年,21,114,1
3699,03C,05金,02日中,981.12,01男,03青年,21,113,1
3706,03C,01月,03夜間,369.88,01男,03青年,19,456,1
3708,03C,01月,01朝,86.37,01男,04中年,42,505,1
3709,03C,04木,01朝,363.88,01男,04中年,40,120,1
3715,03C,03水,03夜間,343.07,01男,03青年,19,628,1
3718,03C,04木,03夜間,263.77,01男,03青年,26,889,1
3723,03C,06土,03夜間,380.25,01男,04中年,57,1727,1
3725,03C,04木,02日中,1646.76,01男,02中高生,18,321,1
3728,03C,06土,03夜間,380.32,01男,04中年,49,1174,1
3743,03C,06土,01朝,664.73,01男,04中年,38,545,1
3745,03C,06土,02日中,640.69,01男,03青年,29,271,1
3753,03C,02火,02日中,742.27,01男,04中年,59,357,1
3760,03C,02火,02日中,1100.51,01男,02中高生,17,110,1
3769,03C,02火,03夜間,1195.55,01男,04中年,56,2146,1
3777,03C,06土,02日中,495.78,01男,04中年,47,542,1
3781,03C,04木,03夜間,121.58,01男,03青年,19,680,1
3796,03C,01月,01朝,725.66,01男,04中年,48,568,1
3811,03C,05金,02日中,71.46,01男,03青年,20,175,1
3814,03C,05金,02日中,159.81,01男,04中年,41,349,1
3822,03C,03水,03夜間,550.74,01男,04中年,48,701,1
3823,03C,02火,03夜間,574,01男,02中高生,15,344,1
3830,03C,02火,01朝,98.33,01男,03青年,21,586,1
3835,03C,07日,03夜間,1001,01男,01小児,12,164,1
3840,03C,03水,02日中,410.02,01男,01小児,12,348,1
3851,03C,05金,01朝,229.7,01男,01小児,12,354,1
3857,03C,07日,03夜間,823,01男,02中高生,14,748,1
3860,03C,02火,03夜間,373.52,01男,05壮年,65,1248,1
3871,03C,05金,03夜間,477.32,01男,03青年,22,346,1
3881,03C,05金,03夜間,2378,01男,02中高生,16,114,1
3888,03C,03水,03夜間,361.57,01男,05壮年,68,607,1
3894,03C,02火,03夜間,111,01男,04中年,47,348,1
3898,03C,06土,02日中,634.95,01男,04中年,55,330,1
3901,03C,01月,01朝,303.53,01男,02中高生,13,227,1
3904,03C,04木,03夜間,250.13,01男,04中年,46,418,1
3906,03C,05金,03夜間,267,01男,02中高生,15,221,1
3912,03C,04木,03夜間,491.9,01男,04中年,38,699,1
3913,03C,01月,03夜間,377.27,01男,03青年,21,654,1
1,03C,05金,03夜間,1014,02女,02中高生,17,281,0
8,03C,06土,02日中,480.08,02女,02中高生,16,548,0
25,03C,07日,02日中,1139.98,02女,04中年,52,1455,0
31,03C,02火,01朝,400.55,02女,03青年,20,204,0
46,03C,07日,03夜間,771,02女,02中高生,13,290,0
49,03C,07日,03夜間,438.16,02女,04中年,45,341,0
50,03C,06土,03夜間,361.34,02女,03青年,30,567,0
59,03C,06土,01朝,76.13,02女,02中高生,15,202,0
62,03C,05金,01朝,785.57,02女,01小児,6,565,0
63,03C,05金,02日中,492.01,02女,02中高生,16,918,0
76,03C,04木,03夜間,181.89,02女,04中年,37,494,0
93,03C,04木,02日中,985.27,02女,04中年,58,348,0
100,03C,01月,03夜間,587,02女,01小児,12,311,0
101,03C,07日,02日中,878.11,02女,03青年,31,608,0
105,03C,07日,02日中,656.63,02女,04中年,58,462,0
108,03C,05金,03夜間,632,02女,02中高生,16,86,0
113,03C,07日,02日中,911.35,02女,02中高生,14,402,0
119,03C,04木,01朝,172.96,02女,03青年,19,794,0
148,03C,04木,03夜間,278.01,02女,03青年,20,479,0
175,03C,06土,01朝,241,02女,02中高生,18,172,0
181,03C,05金,03夜間,478.61,02女,03青年,20,521,0
191,03C,02火,02日中,854.08,02女,05壮年,85,1395,0
193,03C,07日,01朝,219.62,02女,04中年,50,723,0
199,03C,04木,01朝,805.5,02女,03青年,22,665,0
202,03C,05金,01朝,1036.6,02女,04中年,58,1079,0
213,03C,03水,03夜間,363.51,02女,05壮年,69,55,0
219,03C,07日,02日中,753.95,02女,04中年,54,422,0
223,03C,04木,02日中,445.54,02女,01小児,11,977,0
233,03C,07日,03夜間,55.74,02女,04中年,50,467,0
242,03C,06土,03夜間,295.88,02女,03青年,34,355,0
250,03C,07日,03夜間,411.44,02女,03青年,22,621,0
252,03C,02火,02日中,1036.74,02女,04中年,60,635,0
253,03C,01月,03夜間,1310,02女,02中高生,17,141,0
259,03C,02火,02日中,486.59,02女,03青年,21,152,0
275,03C,06土,03夜間,565.41,02女,03青年,31,403,0
282,03C,01月,03夜間,756,02女,02中高生,16,288,0
290,03C,06土,02日中,835.24,02女,05壮年,73,843,0
291,03C,06土,02日中,811.24,02女,05壮年,87,560,0
292,03C,01月,02日中,607.08,02女,03青年,28,870,0
293,03C,01月,03夜間,1332.3,02女,05壮年,95,365,0
309,03C,01月,03夜間,266.69,02女,03青年,19,670,0
314,03C,04木,03夜間,430,02女,02中高生,15,339,0
317,03C,06土,02日中,1623.39,02女,02中高生,16,444,0
325,03C,02火,01朝,180.48,02女,04中年,43,189,0
327,03C,06土,01朝,1488.03,02女,01小児,12,236,0
328,03C,01月,03夜間,504.57,02女,05壮年,69,217,0
333,03C,02火,02日中,828.02,02女,04中年,57,1538,0
343,03C,06土,03夜間,981,02女,01小児,12,315,0
390,03C,04木,02日中,965.11,02女,03青年,26,763,0
394,03C,01月,03夜間,970.56,02女,04中年,44,363,0
397,03C,01月,01朝,957.29,02女,05壮年,78,711,0
414,03C,01月,02日中,142.01,02女,04中年,42,1304,0
418,03C,03水,03夜間,1065,02女,02中高生,17,101,0
429,03C,04木,02日中,653.1,02女,03青年,31,1658,0
435,03C,05金,02日中,771.52,02女,01小児,10,620,0
444,03C,04木,02日中,619.65,02女,05壮年,80,933,0
451,03C,02火,02日中,1107.59,02女,03青年,23,1223,0
456,03C,02火,02日中,307.88,02女,05壮年,73,488,0
466,03C,05金,02日中,964.13,02女,04中年,47,119,0
470,03C,05金,03夜間,815.84,02女,03青年,21,625,0
471,03C,03水,02日中,1026.73,02女,04中年,57,863,0
483,03C,07日,02日中,469,02女,01小児,10,565,0
485,03C,07日,03夜間,1128.62,02女,05壮年,76,419,0
487,03C,04木,03夜間,292.76,02女,04中年,37,594,0
499,03C,01月,03夜間,351.74,02女,04中年,48,96,0
503,03C,07日,02日中,344.69,02女,04中年,60,663,0
505,03C,07日,03夜間,130.52,02女,03青年,28,890,0
509,03C,05金,02日中,856.63,02女,01小児,10,578,0
527,03C,02火,01朝,1070.25,02女,04中年,49,328,0
541,03C,04木,01朝,449.86,02女,02中高生,14,456,0
547,03C,05金,03夜間,307.57,02女,04中年,44,893,0
549,03C,06土,03夜間,642,02女,02中高生,15,220,0
553,03C,04木,03夜間,2229,02女,02中高生,18,55,0
558,03C,01月,03夜間,709.54,02女,05壮年,67,414,0
563,03C,02火,03夜間,1163.44,02女,03青年,23,132,0
570,03C,01月,02日中,957.61,02女,04中年,44,1150,0
575,03C,04木,01朝,1612.01,02女,03青年,29,490,0
580,03C,02火,03夜間,624,02女,01小児,11,83,0
589,03C,07日,03夜間,422.64,02女,04中年,36,297,0
590,03C,05金,03夜間,552,02女,01小児,11,222,0
593,03C,05金,02日中,865.32,02女,04中年,54,626,0
601,03C,05金,03夜間,401.21,02女,03青年,29,661,0
607,03C,01月,02日中,1165.68,02女,05壮年,82,1305,0
611,03C,01月,03夜間,1000.62,02女,02中高生,14,393,0
616,03C,03水,02日中,271.37,02女,03青年,26,800,0
617,03C,03水,02日中,755.85,02女,02中高生,17,150,0
622,03C,03水,02日中,1167.47,02女,01小児,9,487,0
630,03C,01月,03夜間,361.69,02女,04中年,38,548,0
631,03C,07日,02日中,944.5,02女,03青年,35,1301,0
636,03C,05金,03夜間,1954,02女,02中高生,18,67,0
640,03C,01月,01朝,756.85,02女,05壮年,72,584,0
665,03C,07日,02日中,645.19,02女,03青年,32,567,0
670,03C,06土,03夜間,499.93,02女,03青年,31,241,0
671,03C,06土,02日中,685.45,02女,03青年,22,773,0
674,03C,07日,03夜間,936.19,02女,05壮年,80,608,0
675,03C,02火,01朝,1004.52,02女,05壮年,71,776,0
679,03C,03水,01朝,351.71,02女,02中高生,13,481,0
680,03C,03水,03夜間,235.03,02女,04中年,48,934,0
682,03C,06土,03夜間,236.21,02女,04中年,36,576,0
688,03C,05金,02日中,476.43,02女,01小児,10,436,0
694,03C,06土,02日中,670.52,02女,03青年,28,833,0
703,03C,04木,03夜間,552.84,02女,03青年,31,497,0
706,03C,04木,02日中,613.83,02女,01小児,5,457,0
712,03C,02火,03夜間,140.16,02女,05壮年,69,254,0
732,03C,03水,03夜間,213.02,02女,03青年,19,527,0
734,03C,04木,02日中,136.76,02女,05壮年,61,382,0
737,03C,02火,03夜間,201.01,02女,04中年,37,326,0
741,03C,05金,02日中,505.44,02女,02中高生,13,1156,0
748,03C,02火,01朝,432.37,02女,04中年,56,1022,0
752,03C,02火,02日中,1131.81,02女,03青年,24,608,0
761,03C,03水,02日中,710.23,02女,01小児,8,605,0
762,03C,05金,02日中,353.29,02女,03青年,31,1407,0
763,03C,03水,02日中,481.4,02女,02中高生,18,598,0
768,03C,02火,03夜間,574,02女,02中高生,17,160,0
778,03C,05金,02日中,1097.51,02女,02中高生,18,244,0
787,03C,07日,03夜間,422.82,02女,04中年,55,375,0
791,03C,03水,02日中,595.35,02女,03青年,33,1757,0
792,03C,01月,02日中,1159.32,02女,05壮年,72,1127,0
803,03C,04木,01朝,548.02,02女,04中年,41,610,0
813,03C,01月,02日中,851.06,02女,03青年,35,1095,0
823,03C,03水,01朝,289.57,02女,04中年,37,441,0
826,03C,07日,03夜間,1171,02女,02中高生,17,202,0
829,03C,04木,02日中,977.49,02女,05壮年,85,775,0
830,03C,01月,02日中,1661.97,02女,02中高生,18,513,0
839,03C,04木,02日中,352.02,02女,02中高生,17,278,0
840,03C,02火,02日中,941.31,02女,03青年,27,762,0
844,03C,01月,03夜間,1075.58,02女,05壮年,73,190,0
847,03C,05金,02日中,466.77,02女,03青年,30,782,0
849,03C,02火,03夜間,1249,02女,02中高生,18,94,0
850,03C,06土,03夜間,890.16,02女,03青年,22,618,0
853,03C,01月,02日中,539.66,02女,04中年,52,550,0
854,03C,05金,02日中,662.2,02女,04中年,50,832,0
865,03C,03水,02日中,259.79,02女,02中高生,18,194,0
871,03C,07日,03夜間,865.31,02女,04中年,47,710,0
877,03C,05金,03夜間,582.86,02女,03青年,22,202,0
880,03C,05金,03夜間,1156.04,02女,05壮年,72,369,0
881,03C,07日,03夜間,800,02女,01小児,10,272,0
890,03C,03水,03夜間,1009.78,02女,02中高生,13,435,0
892,03C,04木,03夜間,329.75,02女,03青年,35,235,0
898,03C,07日,02日中,1083.81,02女,03青年,34,1230,0
903,03C,07日,02日中,918.93,02女,05壮年,88,1134,0
920,03C,02火,03夜間,2554,02女,01小児,11,28,0
922,03C,07日,03夜間,409.22,02女,04中年,39,335,0
934,03C,05金,03夜間,1060.35,02女,04中年,59,614,0
935,03C,02火,03夜間,770.14,02女,04中年,52,192,0
956,03C,07日,03夜間,141.33,02女,03青年,20,221,0
958,03C,01月,02日中,611.87,02女,04中年,58,856,0
965,03C,01月,02日中,692.03,02女,05壮年,80,1514,0
985,03C,07日,03夜間,438.17,02女,03青年,27,556,0
989,03C,01月,02日中,442.52,02女,03青年,21,818,0
1006,03C,04木,03夜間,681.21,02女,05壮年,77,247,0
1008,03C,02火,02日中,378.94,02女,03青年,27,755,0
1011,03C,02火,02日中,991,02女,03青年,34,141,0
1019,03C,03水,02日中,1126.33,02女,05壮年,72,682,0
1021,03C,07日,03夜間,1309.32,02女,03青年,35,388,0
1022,03C,04木,02日中,371.68,02女,04中年,50,1017,0
1023,03C,07日,01朝,794.58,02女,02中高生,17,794,0
1024,03C,03水,01朝,294.91,02女,02中高生,14,834,0
1033,03C,06土,03夜間,546.04,02女,04中年,38,683,0
1040,03C,04木,02日中,521.75,02女,04中年,59,758,0
1055,03C,02火,02日中,562.88,02女,04中年,56,1164,0
1056,03C,06土,02日中,906.25,02女,03青年,34,786,0
1063,03C,04木,03夜間,872.91,02女,05壮年,87,175,0
1073,03C,02火,02日中,961.09,02女,03青年,31,601,0
1078,03C,03水,03夜間,1286,02女,02中高生,16,234,0
1098,03C,07日,03夜間,48.59,02女,03青年,19,341,0
1106,03C,06土,03夜間,288.76,02女,04中年,40,596,0
1123,03C,03水,02日中,516.37,02女,02中高生,13,1019,0
1124,03C,01月,02日中,365.37,02女,02中高生,15,393,0
1125,03C,07日,02日中,1109.98,02女,03青年,23,1545,0
1126,03C,06土,03夜間,83.63,02女,04中年,40,188,0
1127,03C,01月,02日中,1212.08,02女,01小児,11,515,0
1130,03C,07日,03夜間,1616.3,02女,04中年,51,177,0
1135,03C,03水,03夜間,787.39,02女,05壮年,61,349,0
1136,03C,02火,02日中,1003.54,02女,04中年,52,934,0
1138,03C,06土,02日中,470.91,02女,02中高生,16,320,0
1151,03C,02火,01朝,716.99,02女,05壮年,89,387,0
1154,03C,06土,03夜間,870.21,02女,04中年,46,377,0
1169,03C,01月,01朝,333.64,02女,03青年,19,663,0
1178,03C,05金,02日中,355.07,02女,02中高生,13,530,0
1180,03C,02火,01朝,417.67,02女,03青年,22,495,0
1189,03C,01月,03夜間,1791,02女,02中高生,16,60,0
1200,03C,04木,02日中,1140.78,02女,03青年,30,1218,0
1219,03C,04木,02日中,843.17,02女,02中高生,14,707,0
1220,03C,05金,01朝,817.92,02女,05壮年,66,411,0
1230,03C,07日,03夜間,1015,02女,02中高生,16,272,0
1240,03C,04木,02日中,701.34,02女,02中高生,18,415,0
1246,03C,06土,02日中,1025.13,02女,04中年,49,595,0
1249,03C,02火,03夜間,1265,02女,01小児,10,272,0
1262,03C,01月,02日中,296.84,02女,02中高生,15,433,0
1268,03C,03水,03夜間,474.23,02女,04中年,54,711,0
1275,03C,04木,03夜間,576.5,02女,04中年,47,691,0
1279,03C,07日,02日中,906.8,02女,04中年,55,853,0
1286,03C,05金,02日中,184.31,02女,05壮年,61,524,0
1300,03C,02火,01朝,566.52,02女,03青年,23,394,0
1308,03C,06土,03夜間,318.03,02女,04中年,48,898,0
1315,03C,05金,01朝,1004.98,02女,05壮年,86,839,0
1318,03C,03水,01朝,158.18,02女,05壮年,70,684,0
1319,03C,06土,02日中,892.53,02女,05壮年,96,114,0
1320,03C,03水,02日中,729.67,02女,02中高生,18,501,0
1334,03C,07日,02日中,932.26,02女,04中年,58,405,0
1335,03C,05金,03夜間,645.56,02女,05壮年,75,498,0
1360,03C,01月,03夜間,493.19,02女,05壮年,79,235,0
1371,03C,06土,01朝,486.85,02女,03青年,19,364,0
1376,03C,07日,02日中,1043.12,02女,04中年,59,1298,0
1389,03C,06土,01朝,327.03,02女,04中年,41,686,0
1393,03C,07日,03夜間,700.6,02女,03青年,35,270,0
1410,03C,05金,02日中,925.44,02女,01小児,10,416,0
1413,03C,05金,01朝,210.86,02女,03青年,20,724,0
1415,03C,03水,02日中,881.04,02女,04中年,40,1148,0
1425,03C,02火,03夜間,1540,02女,01小児,11,360,0
1436,03C,01月,03夜間,135.25,02女,03青年,32,807,0
1442,03C,06土,02日中,712.77,02女,04中年,45,815,0
1443,03C,04木,03夜間,85.86,02女,04中年,48,551,0
1450,03C,01月,03夜間,63.5,02女,03青年,19,765,0
1452,03C,03水,01朝,406.23,02女,03青年,34,556,0
1454,03C,01月,02日中,720.86,02女,02中高生,14,612,0
1472,03C,02火,01朝,419.45,02女,04中年,41,488,0
1473,03C,06土,03夜間,2042,02女,01小児,11,79,0
1477,03C,05金,03夜間,2095,02女,01小児,10,24,0
1479,03C,06土,02日中,834.19,02女,05壮年,82,770,0
1481,03C,03水,01朝,559.2,02女,04中年,54,755,0
1492,03C,06土,03夜間,402,02女,02中高生,16,320,0
1493,03C,04木,02日中,545.56,02女,03青年,32,846,0
1498,03C,03水,02日中,372.61,02女,04中年,60,1090,0
1504,03C,05金,01朝,1149.78,02女,03青年,32,698,0
1507,03C,01月,03夜間,550.52,02女,04中年,48,453,0
1516,03C,05金,02日中,1741.43,02女,02中高生,16,369,0
1528,03C,04木,03夜間,527,02女,02中高生,15,383,0
1534,03C,01月,01朝,135.51,02女,02中高生,14,398,0
1545,03C,02火,03夜間,378.06,02女,03青年,19,752,0
1546,03C,02火,02日中,374.08,02女,02中高生,15,907,0
1553,03C,02火,01朝,1064.21,02女,03青年,24,435,0
1556,03C,03水,02日中,366.48,02女,03青年,22,695,0
1559,03C,01月,03夜間,36.47,02女,05壮年,62,355,0
1566,03C,01月,03夜間,728,02女,02中高生,16,237,0
1571,03C,05金,02日中,752.28,02女,03青年,34,1067,0
1578,03C,06土,03夜間,748.7,02女,04中年,46,762,0
1586,03C,04木,01朝,1291.62,02女,02中高生,18,203,0
1594,03C,05金,03夜間,1193,02女,02中高生,15,299,0
1596,03C,01月,02日中,962.12,02女,05壮年,77,735,0
1602,03C,06土,03夜間,141.2,02女,03青年,21,353,0
1609,03C,07日,03夜間,958.59,02女,03青年,26,364,0
1617,03C,02火,03夜間,331.16,02女,04中年,59,500,0
1620,03C,05金,03夜間,839.14,02女,04中年,58,112,0
1632,03C,04木,02日中,1070.77,02女,05壮年,76,460,0
1634,03C,07日,03夜間,836.21,02女,05壮年,72,449,0
1655,03C,03水,02日中,279.67,02女,05壮年,66,421,0
1657,03C,01月,03夜間,1036.06,02女,03青年,27,729,0
1662,03C,02火,03夜間,961.41,02女,04中年,45,776,0
1669,03C,06土,02日中,531.25,02女,04中年,55,171,0
1673,03C,05金,03夜間,887.21,02女,04中年,53,243,0
1688,03C,02火,03夜間,111.61,02女,02中高生,13,374,0
1691,03C,06土,02日中,302.21,02女,03青年,19,678,0
1700,03C,01月,01朝,575.23,02女,05壮年,76,202,0
1703,03C,06土,03夜間,1114.77,02女,04中年,37,854,0
1717,03C,07日,02日中,888.93,02女,04中年,55,818,0
1721,03C,07日,01朝,915.5,02女,02中高生,14,515,0
